web-scraper-order,web-scraper-start-url,year,year-href,month,month-href,Day,Temp,TMax,Tmin,SLP,Humidity,PPresure,VVisiblity,VavgWindSpeed,VMWindSpeed,VGspeed,RAin,SNow,TStrom,FoG
1576011236-2087,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,January,https://en.tutiempo.net/climate/01-2015/ws-419230.html,27,22.4,27,15.2,1014.7,55,0,3.2,2.6,5.4,-,,,,
1576011236-2088,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,January,https://en.tutiempo.net/climate/01-2015/ws-419230.html,28,20.9,27,14.7,1014.5,66,0,2.9,0.9,3.5,-,,,,
1576011236-2089,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,January,https://en.tutiempo.net/climate/01-2015/ws-419230.html,29,,,,,,,,,,,,,,
1576011236-2090,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,January,https://en.tutiempo.net/climate/01-2015/ws-419230.html,30,,,,,,,,,,,,,,
1576011236-2091,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,January,https://en.tutiempo.net/climate/01-2015/ws-419230.html,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011236-2092,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,January,https://en.tutiempo.net/climate/01-2015/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011236-2093,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,January,https://en.tutiempo.net/climate/01-2015/ws-419230.html,,19.8,24.9,14.5,1015.6,67.2,4.83,2.3,1.9,5.6,,3,0,2,8
1576011217-2031,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,1,19.1,23.3,12.8,1017.1,50,0,3.1,5.2,14.8,-,,,,
1576011217-2032,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,2,21.1,26.4,14.8,1018.3,45,0,3.1,2.2,5.4,-,,,,
1576011217-2033,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,3,22.5,29.4,14.1,1019.5,46,0,3.4,0,-,-,,,,
1576011217-2034,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011217-2035,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011217-2036,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,6,,,,,,,,,,,,,,
1576011217-2037,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,7,,,,,,,,,,,,,,
1576011217-2038,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,8,,,,,,,,,,,,,,
1576011217-2039,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,9,22.3,27.2,15,1016.8,59,0,2.9,0,-,-,,,,
1576011217-2040,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011217-2041,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,11,22,26.3,15,1015.4,47,0,3.2,2.6,5.4,-,,,,
1576011217-2042,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,12,21.6,26.3,13.2,1013,40,0,3.9,3,5.4,-,,,,
1576011217-2043,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,13,,,,,,,,,,,,,,
1576011217-2044,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011217-2045,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,15,,,,,,,,,,,,,,
1576011217-2046,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,16,,,,,,,,,,,,,,
1576011217-2047,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,17,23.2,29,18.6,1012.2,53,0,3.1,0.7,3.5,-,,,,
1576011217-2048,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,18,23.9,29.8,18.4,1011.9,63,2.29,2.9,3.3,11.1,-,o,,o,
1576011217-2049,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,19,21.1,27.4,17.5,1013.3,71,11.18,2.9,1.1,3.5,-,o,,o,
1576011217-2050,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,20,,,,,,,,,,,,,,
1576011217-2051,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,21,,,,,,,,,,,,,,
1576011217-2052,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,22,,,,,,,,,,,,,,
1576011217-2053,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,23,26.4,32,19.4,1013.6,63,0,3.5,1.1,3.5,-,,,,
1576011217-2054,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,24,24.6,29.7,20.3,1012.1,68,0,3.4,0.7,3.5,-,,,,
1576011217-2055,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,25,26.3,29.8,21.8,1009.2,71,0,2.7,0,-,-,,,,
1576011217-2056,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,26,,,,,,,,,,,,,,
1576011217-2057,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011217-2058,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,28,,,,,,,,,,,,,,
1576011217-2059,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011217-2060,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,February,https://en.tutiempo.net/climate/02-2015/ws-419230.html,,23.1,28,17.1,1013.9,58.4,17.79,3,1.5,5.2,,2,0,2,0
1576011199-1998,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,1,27.8,33,21.8,1011.9,61,0,3.2,0,-,-,,,,
1576011199-1999,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2000,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2001,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2002,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2003,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2004,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2005,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2006,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2007,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2008,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2009,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2010,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2011,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2012,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2013,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2014,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,17,27.8,32.2,24.6,1009.1,55,0,3.4,0,3.5,-,,,,
1576011199-2015,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,18,26.6,32.5,21,1010.3,53,0.51,3.4,2,7.6,-,,,,
1576011199-2016,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,19,,,,,,,,,,,,,,
1576011199-2017,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,20,,,,,,,,,,,,,,
1576011199-2018,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011199-2019,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,22,,,,,,,,,,,,,,
1576011199-2020,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,23,29.6,34.8,20.7,1009.4,41,0,3.5,1.1,3.5,-,,,,
1576011199-2021,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,24,30,36.4,25.2,1009.6,47,0,3.9,1.1,3.5,-,,,,
1576011199-2022,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,25,28.8,34.8,25,1012.5,47,0,3.9,6.9,18.3,-,,,,
1576011199-2023,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,26,,,,,,,,,,,,,,
1576011199-2024,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,27,,,,,,,,,,,,,,
1576011199-2025,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,28,,,,,,,,,,,,,,
1576011199-2026,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,29,28.4,33.6,25,1010.3,66,0,3.5,2.4,5.4,-,,,o,
1576011199-2027,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,30,29.2,34.2,24,1009.9,56,0,4,5.4,11.1,-,,,o,
1576011199-2028,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,31,26.9,31.1,23.3,1009.5,64,0,3.5,2,3.5,-,,,,
1576011199-2029,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011199-2030,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,March,https://en.tutiempo.net/climate/03-2015/ws-419230.html,,28.4,33.3,22.7,1011.2,50.8,0.51,3.7,2.1,6,,0,0,2,0
1576011188-1966,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,1,23.9,28.4,21.4,1009.5,79,57.91,3.5,2.8,5.4,-,o,,o,
1576011188-1967,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,2,27.1,33.2,20.3,1004.6,73,0,3.7,3,5.4,-,,,,
1576011188-1968,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,3,28.3,34.5,23.8,1003.4,73,2.29,3.7,3.1,11.1,-,o,,o,
1576011188-1969,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,4,,,,,,,,,,,o,,o,
1576011188-1970,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,5,,,,,,,,,,,o,,,
1576011188-1971,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,6,,,,,,,,,,,,,,
1576011188-1972,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,7,24.9,32.4,21.4,1010.3,77,17.27,3.9,3.1,9.4,-,o,,o,
1576011188-1973,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,8,26.3,30.5,20.8,1009.7,68,0,4.2,1.5,3.5,-,,,,
1576011188-1974,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,9,28.8,33.2,24.4,1008.1,64,0,4.3,2.6,3.5,-,,,,
1576011188-1975,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,10,,,,,,,,,,,,,,
1576011188-1976,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,11,,,,,,,,,,,,,,
1576011188-1977,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,12,,,,,,,,,,,,,,
1576011188-1978,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,13,28.3,33.5,24.8,1011.7,66,0,3.9,3.3,16.5,-,,,,
1576011188-1979,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,14,28.9,34,24.7,1011.3,62,1.27,3.9,0.6,3.5,-,o,,o,
1576011188-1980,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,15,30.8,35.5,24.9,1011.4,46,0,4.2,2.8,5.4,-,,,,
1576011188-1981,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,16,,,,,,,,,,,o,,,
1576011188-1982,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,17,,,,,,,,,,,o,,,
1576011188-1983,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,18,,,,,,,,,,,o,,,
1576011188-1984,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,19,26.3,29.4,20.1,1008.8,74,14.73,3.7,5,7.6,-,,,,
1576011188-1985,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,20,29.3,34.4,24.2,1008.4,69,0,4,4.6,9.4,-,,,,
1576011188-1986,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,21,29.4,35,24.5,1004.9,73,0,3.5,17.4,74.1,-,,,,
1576011188-1987,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,22,,,,,,,,,,,,,,
1576011188-1988,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,23,,,,,,,,,,,,,,
1576011188-1989,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,24,,,,,,,,,,,,,,
1576011188-1990,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,25,23.8,25.5,20.2,1012.1,82,14.22,3.5,4.8,11.1,-,o,,o,
1576011188-1991,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,26,25.6,29.7,20.9,1011.2,77,0,3.9,0.6,3.5,-,,,,
1576011188-1992,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,27,27.7,32.8,22.5,1010.5,65,0,4,1.1,3.5,-,,,,
1576011188-1993,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,28,,,,,,,,,,,,,,
1576011188-1994,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,29,,,,,,,,,,,,,,
1576011188-1995,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,30,,,,,,,,,,,o,,o,
1576011188-1996,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011188-1997,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,April,https://en.tutiempo.net/climate/04-2015/ws-419230.html,,27.9,32.6,23.1,1008.6,67.5,181.6,3.9,3.6,9.7,,11,0,7,0
1576011180-1933,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,1,29.6,33.4,24.8,1007.1,56,0.25,4.2,1.5,5.4,-,,,,
1576011180-1934,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,2,28.9,34,25.9,1007.1,71,11.68,3.9,3.1,5.4,-,o,,o,
1576011180-1935,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,3,30.4,35,24.3,1008.3,67,0,4.2,2.8,3.5,-,,,,
1576011180-1936,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,4,,,,,,,,,,,,,,
1576011180-1937,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,5,,,,,,,,,,,,,,
1576011180-1938,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,6,,,,,,,,,,,,,,
1576011180-1939,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,7,29.6,33.8,27.5,1006.5,64,0,4.3,3.3,7.6,-,o,,o,
1576011180-1940,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,8,25.7,29,20.1,1006.8,69,0,4,4.6,5.4,-,,,,
1576011180-1941,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
