year,month,day,Temp,TMax,Tmin,SLP,Humidity,PPresure,VVisiblity,VavgWindSpeed,VMWindSpeed,VGspeed,RAin,SNow,TStrom,FoG
2012,May,11,29.6,34.8,27.2,1004.9,67,0,5,3.7,11.1,-,o,,o,
2012,May,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,18,30.2,34.5,24.6,1002.4,72,0.51,5,0.9,3.5,-,o,,,
2012,May,19,30.3,33.7,28.2,1003.6,71,1.02,4.8,0.9,3.5,-,,,,
2012,May,20,,,,,,,,,,,,,,
2012,May,21,,,,,,,,,,,,,,
2012,May,22,,,,,,,,,,,,,,
2012,May,23,31.1,35.8,27.4,1000.6,72,0,5.5,5,5.4,-,,,,
2012,May,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,25,31.6,36,27.6,1000,74,0,5.5,1.9,3.5,-,,,,
2012,May,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,29,31.7,35.6,28.4,1001.1,66,0,5,0,-,-,,,,
2012,May,30,,,,,,,,,,,,,,
2012,May,31,,,,,,,,,,,o,,,
2012,June,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,2,30.9,34.5,27.7,997.9,76,0,5,2.8,7.6,-,,,,
2012,June,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,4,31.2,35.5,27,996.8,74,7.87,6.3,3.7,7.6,-,,,,
2012,June,5,29,31.2,27.1,998.3,72,32.51,5.3,4.6,7.6,-,o,,o,
2012,June,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,7,,,,,,,,,,,,,,
2012,June,8,,,,,,,,,,,,,,
2012,June,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,14,,,,,,,,,,,,,,
2012,June,15,28.9,32.8,26.6,-,80,0,5,5.2,7.6,-,,,,
2012,June,16,26.3,27,25.8,997.7,85,9.4,5,5.2,9.4,-,o,,,
2012,June,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,19,30.1,33,27.4,995.8,74,0,5.5,1.9,3.5,-,,,,
2012,June,20,,,,,,,,,,,o,,,
2012,June,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,22,,,,,,,,,,,o,,,
2012,June,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,24,,,,,,,,,,,o,,,
2012,June,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,June,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,5,29,32.6,28,998.8,79,2.79,5,3.5,3.5,-,o,,,
2012,July,6,29.5,33.7,26.8,998.7,79,0,4.8,4.6,7.6,-,,,,
2012,July,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,10,28.8,32,26.4,1002.9,80,10.67,4.8,3.5,5.4,-,o,,,
2012,July,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,15,,,,,,,,,,,,,,
2012,July,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,18,,,,,,,,,,,o,,,
2012,July,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,20,,,,,,,,,,,,,,
2012,July,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,24,29.9,33.6,28.5,998,78,0,5.3,4.1,5.4,-,,,,
2012,July,25,29.9,33,28,998.6,73,0,5.3,4.4,5.4,-,,,,
2012,July,26,29.2,31.6,27.7,998,78,6.1,5.3,5.6,7.6,-,,,,
2012,July,27,,,,,,,,,,,o,,,
2012,July,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,July,29,,,,,,,,,,,o,,,
2012,July,30,,,,,,,,,,,,,,
2012,July,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,3,29.7,34.3,27,997.7,75,5.59,5.3,3.1,5.4,-,o,,o,
2012,August,4,29.8,33.5,27.3,997.4,71,3.81,5.5,6.5,9.4,-,,,,
2012,August,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,13,26.8,28.6,25.8,1001.7,89,39.12,4.5,0,-,-,o,,,
2012,August,14,,,,,,,,,,,,,,
2012,August,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,19,,,,,,,,,,,o,,,
2012,August,20,,,,,,,,,,,o,,,
2012,August,21,26.8,31.2,26.4,1004,89,40.64,4.5,0.9,3.5,-,o,,,
2012,August,22,28.8,33,27.2,1004.9,79,0,5,0.9,3.5,-,,,,
2012,August,23,29,32.5,27,1003.6,82,1.52,5,0,-,-,,,o,
2012,August,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,25,,,,,,,,,,,o,,,
2012,August,26,,,,,,,,,,,,,,
2012,August,27,,,,,,,,,,,,,,
2012,August,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,August,31,30.2,34.5,27.5,1002.7,73,0,4.8,1.9,3.5,-,,,,
2012,September,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,4,28.2,30.7,27.4,1004.7,77,1.78,4.8,23,77.8,-,o,,,
2012,September,5,27.2,30.6,25.6,1006.8,84,20.07,4.8,3.1,5.4,-,o,,o,
2012,September,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,8,30.7,36.5,28.4,1002.8,76,0,5,2.2,5.4,-,,,o,
2012,September,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,10,,,,,,,,,,,o,,,
2012,September,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,12,,,,,,,,,,,,,,
2012,September,13,,,,,,,,,,,o,,,
2012,September,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,15,28.6,32.2,26.8,1000.9,79,0,4.8,3.1,5.4,-,o,,,
2012,September,16,27.4,31.3,26.8,1003.4,89,4.57,4.8,0.9,3.5,-,o,,,
2012,September,17,28.3,32,26.6,1006.2,80,7.87,5,2.2,5.4,-,o,,,
2012,September,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,19,,,,,,,,,,,o,,,
2012,September,20,,,,,,,,,,,,,,
2012,September,21,,,,,,,,,,,o,,,
2012,September,22,30.1,34.3,27.2,1005.2,72,0,5.5,4.1,5.4,-,,,,
2012,September,23,30.1,34.2,27.6,1004.4,75,0,4.8,2.8,3.5,-,,,,
2012,September,24,28.3,33.5,26.2,1004.2,78,0,5.3,0,-,-,,,o,
2012,September,25,,,,,,,,,,,,,o,
2012,September,26,,,,,,,,,,,,,,
2012,September,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,September,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,19,28.8,33.3,25.9,1009,65,0,5,1.9,3.5,-,,,,
2012,October,20,28.5,32.6,24.3,1012.7,68,0,4.8,0.7,3.5,-,,,,
2012,October,21,27.8,33,23.5,1013,58,0,4.8,1.9,5.4,-,,,,
2012,October,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,24,,,,,,,,,,,,,,
2012,October,25,,,,,,,,,,,,,,
2012,October,26,,,,,,,,,,,,,,
2012,October,27,26.3,30,22.3,1010,63,0,4.5,1.9,3.5,-,,,,
2012,October,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,October,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,6,23.1,24.5,22.6,-,94,25.65,3.7,1.3,5.4,-,o,,,
2012,November,7,24.5,28.7,22.8,1009.7,86,0,4.5,0.9,3.5,-,,,,
2012,November,8,24.5,29,22.6,1009.2,78,0,4.2,1.3,5.4,-,,,,
2012,November,9,,,,,,,,,,,,,,
2012,November,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,13,,,,,,,,,,,,,,
2012,November,14,,,,,,,,,,,,,,
2012,November,15,23,29.5,18.6,1011.4,75,0,4.5,1.9,7.6,-,,,,
2012,November,16,23.2,30.3,18.1,1012.2,68,0,4.5,0.9,3.5,-,,,,
2012,November,17,24.6,30.7,18.6,1011.1,65,0,4.8,0.9,3.5,-,,,,
2012,November,18,,,,,,,,,,,,,,
2012,November,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,20,,,,,,,,,,,,,,
2012,November,21,,,,,,,,,,,,,,
2012,November,22,23.3,28.6,21,1011.6,46,0,5,3.5,3.5,-,,,,
2012,November,23,21.3,28.1,17.2,1011.7,57,0,4.5,0,-,-,,,,
2012,November,24,20.3,27.2,15.4,1011,60,0,4,0,-,-,,,,
2012,November,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,26,,,,,,,,,,,,,,
2012,November,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,28,,,,,,,,,,,,,,
2012,November,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,November,30,,,,,,,,,,,,,,
2012,December,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,4,20.8,27.6,16.1,1012.2,64,0,4.2,0,-,-,,,,
2012,December,5,19.9,27.2,15.3,1012.4,60,0,4,0.9,3.5,-,,,,
2012,December,6,19.3,26.4,14.9,1011.8,66,0,3.7,0,-,-,,,,
2012,December,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,8,,,,,,,,,,,,,,
2012,December,9,,,,,,,,,,,,,,o
2012,December,10,,,,,,,,,,,,,,o
2012,December,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,12,20.7,25.5,18.6,1011.7,83,5.08,2.3,0,-,-,,,o,
2012,December,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,17,19.9,24.7,17,1013.8,83,0,3.1,1.9,3.5,-,,,,
2012,December,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,22,15.1,20.2,12.6,1014.2,67,0,1.4,4.1,7.6,-,,,,o
2012,December,23,,,,,,,,,,,,,,o
2012,December,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,December,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,1,16.7,24.6,11.2,1012.3,66,0,3.1,0,-,-,,,,
2013,January,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,3,18.9,25.2,15.6,1013.5,71,0.25,3.1,0,-,-,,,,
2013,January,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,12,15.6,22.3,8.2,-,-,0,2.7,2.8,3.5,-,,,,
2013,January,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,15,,,,,,,,,,,,,,
2013,January,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,21,,,,,,,,,,,,,,
2013,January,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,25,,,,,,,,,,,,,,
2013,January,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,January,30,19.4,26.2,14.4,1015.2,47,0,2.7,0.9,3.5,-,,,,
2013,January,31,19.8,27.2,14.6,1015.5,57,0,3.1,0.9,3.5,-,,,,
2013,February,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,8,21.7,28.2,17.6,1012.8,64,0,3.2,4.1,5.4,-,,,,
2013,February,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,18,18.3,21.5,16.4,1012,80,0,3.1,0.9,3.5,-,,,,
2013,February,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,February,27,25.5,31.2,21,1011.5,51,0,4,4.1,5.4,-,,,,
2013,February,28,,,,,,,,,,,,,,
2013,March,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,5,24.6,31.9,17.6,1013.6,48,0,4,-,-,-,,,,
2013,March,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,7,26.2,33.5,19.4,1013.1,44,0,4,0.9,3.5,-,,,,
2013,March,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,10,26.8,33.6,19.6,1009.7,40,0,4.2,1.9,7.6,-,,,,
2013,March,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,13,,,,,,,,,,,,,o,
2013,March,14,,,,,,,,,,,,,,
2013,March,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,17,,,,,,,,,,,,,,
2013,March,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,19,27.8,33.8,22.4,1008.7,41,0,4.5,4.1,5.4,-,,,,
2013,March,20,27.1,34.5,18.8,1009.2,53,0,3.7,2.8,7.6,-,,,,
2013,March,21,28.6,34.2,24.8,1006.4,53,0,5,2.2,5.4,-,,,,
2013,March,22,,,,,,,,,,,o,,,
2013,March,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,March,29,,,,,,,,,,,,,,
2013,March,30,,,,,,,,,,,,,,
2013,March,31,29.4,33.6,25.3,1007,66,0,4.2,3.5,3.5,-,,,,
2013,April,1,26.7,33.2,21.2,1008.2,66,23.11,4.5,3.5,3.5,-,,,,
2013,April,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,3,29.8,36,25.8,1006.3,66,0,4.5,2.2,5.4,-,,,,
2013,April,4,30.9,36.8,26.4,1002.4,46,0,4.8,4.4,5.4,-,,,,
2013,April,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,6,,,,,,,,,,,,,,
2013,April,7,,,,,,,,,,,,,,
2013,April,8,,,,,,,,,,,,,,
2013,April,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,10,30.1,33.2,26.6,1005.2,69,0,4.8,4.6,7.6,-,,,,
2013,April,11,30.8,35.2,27,1005.7,67,0,5,6.5,11.1,-,,,,
2013,April,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,14,29.9,33.5,27,1007.4,53,0,4.8,5.6,7.6,-,,,,
2013,April,15,,,,,,,,,,,,,,
2013,April,16,,,,,,,,,,,,,,
2013,April,17,,,,,,,,,,,,,,
2013,April,18,26.2,28.6,23.6,1006.1,69,0,5,2.2,5.4,-,,,,
2013,April,19,27.2,34,20.5,1006.8,66,6.86,4.5,5.6,11.1,-,o,,o,
2013,April,20,27.2,32.4,21.2,1008.1,57,2.29,4.8,2.2,5.4,-,,,,
2013,April,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,23,,,,,,,,,,,,,,
2013,April,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,26,,,,,,,,,,,,,,
2013,April,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,April,29,,,,,,,,,,,,,,
2013,April,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,2,31.4,35.8,28.7,999.9,71,0,4.8,5.6,7.6,-,,,,
2013,May,3,31.4,37.1,28.4,1000.6,64,0,4.5,7.4,9.4,-,,,,
2013,May,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,5,25.1,29.6,21.2,1007,72,3.81,4.5,6.3,11.1,-,,,,
2013,May,6,,,,,,,,,,,o,,o,
2013,May,7,,,,,,,,,,,o,,o,
2013,May,8,,,,,,,,,,,,,o,
2013,May,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,10,30.4,34.5,28,1003,78,0,5,5,7.6,-,,,,
2013,May,11,29.8,33.3,26,1001.9,72,7.37,4.8,6.5,7.6,-,o,,,
2013,May,12,26.9,31.1,24,1004.8,79,2.54,4.8,5.6,13,-,o,,,
2013,May,13,,,,,,,,,,,,,,
2013,May,14,,,,,,,,,,,,,,
2013,May,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,16,,,,,,,,,,,o,,,
2013,May,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,18,28.9,33.2,25.4,1004.2,80,3.05,4.5,4.1,9.4,-,,,,
2013,May,19,30.4,34.2,28,1003.8,74,0,4.8,5.2,9.4,-,,,,
2013,May,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,21,26.6,29.5,25.7,1002.7,86,0.25,4.8,3.1,5.4,-,o,,,
2013,May,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,24,,,,,,,,,,,o,,o,
2013,May,25,,,,,,,,,,,,,,
2013,May,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,28,,,,,,,,,,,o,,,
2013,May,29,28.3,32,26.5,1000.9,77,2.03,5,8.3,13,-,o,,,
2013,May,30,26.5,29.8,24.8,999.8,85,14.48,4.8,10.2,14.8,-,o,,,
2013,May,31,24.6,29.7,22.4,1003.8,84,16.51,4.2,6.3,11.1,-,o,,,
2013,June,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,June,2,30.8,35.4,27.2,1003,73,0,5.3,1.9,7.6,-,,,,
2013,June,3,31.9,36.4,28.2,1002,69,0,4.8,4.1,7.6,-,,,,
2013,June,4,32,35.5,28.6,1002.7,73,0,4.8,0.9,3.5,-,,,,
2013,June,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,June,6,,,,,,,,,,,o,,o,
2013,June,7,,,,,,,,,,,o,,o,
2013,June,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,June,9,,,,,,,,,,,,,,
2013,June,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,June,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,June,12,31,35.4,28.4,999.7,66,0,4.7,4.4,7.6,-,,,,
2013,June,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,June,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,June,15,30.8,35,27.8,1001.1,71,0,4.5,2.8,3.5,-,,,,
2013,June,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
